词语	拼音	词性	英语	例句
登记表	dēngjìbiǎo	n	A registration form	A:请填写这张登记表好吗？##请你填一下这份登记表好吗？
门童	méntóng	n	The doorman	门童：好的，请跟我来。##门童：欢迎光临，先生小姐您好，请问是需要住店吗？
预付	yùfù	v	Pay in advance	接待员（将押金单双手交给客人）：这是您的现金预付单，请您签字确认并收好。##Shirly：费用是分两部分收取，预付和尾款。##赵经理：目前国内很多同类的企业都要求支付30%，甚至更高比例的预付款。
住房	zhùfáng	n	housing	由于国内经济繁荣稳定，该群体对高档住房有着强烈的购买、投资欲望。##二是北京有高收入群体，住房消费层次和购买力较高。
租房	zūfáng	v	Rental	是租房，不是买房!##别的不说，就说租房吧。
城区	chéngqū	n	City Proper	是这批房子距离城区太远，一旦入住，综合生活成本将大幅增加，房子虽买得起但住不起。##目前不少地方政府都把城区和城区边缘的地块拿去搞招标拍卖，主要原因是这些地块可以拍出高价。
房主	fángzhǔ	n	The owner	当我去看旁时，房主对我特别热情，让我很感动。##于是．我很快地跟房主签了租房合同。
居民	jūmín	n	Resident	虽然深圳商品房的价格与北京接近，但深圳城市居民的家庭收入或人均GDP的水平要高出北京约30％；##国內的宏观经济运行良好，居民住房消费处于升级换代阶段，外来人员购房速度呈上升趋势，北京房价仍会持续上升。
看房	kànfáng	n	Showings	方式，安排好了我通知您看房时间。##白天看房，晚上就签合同?
写字楼	xiězìlóu	n	Office Building	写字楼建筑面积21，000平方米，地下两层，是车库和超市，有停车位188个；##写字楼里的白领最早为人们所熟知，他们大多受过良好的教育，因一技之长而被老板聘用，懂得适宜地打扮自己，工作上也能独当一面。##附近有家乐福超市、华普超市、百盛购物中心，写字楼一层有邮局、银行。
治安	zhì'ān	n	public security	这个小区的治安怎么样？##房东：这儿的治安很好，不用担心安全问题。
搬迁	bānqiān	v	Move	十二月进行了办公室搬迁，同时以圣诞节为重点，对酒店、KTV进行全面布置与策划，基本达到预期效果。##这些人士在接受记者采访时称，他们都是其它券商的客户，因搬迁至此方才现场视察一下渤海证券的配套服务，然后再做决定。##4本国元首来访或使馆搬迁新址时，也有可能闭馆。
房地产	fángdìchǎn	n	Real estate	房地产是投资的一项好选择。##张志诚：我看好房地产市场。
经济适用房	jīngjìshìyòngfáng	n	Affordable housing	所谓“经济适用房”，应该是一个综合概念。##经济适用房出售时出现疯狂抢购的现象并不鲜见。
面议	miànyì	v	Negotiable	房屋出租美丽园小区二居87㎡家具、电器全月租金3200元联系人：159235170**王先生出租房屋商务中心附近四合院占地：1500㎡价格：面议（中介勿扰）贵宾热线：010-661828**##现在最重要的是找到合适的房源，你可以上网看看，也可以在校园网的BBS上发个帖子，把你的需求公布出去，还可以在校园的公告栏中贴“求租启事”，就写：求租学校附近的一或两居室，已装修，有必要的家用电器，宽带上网，价钱面议，中介免谈。
热卖	rèmài	v	Best Sellers	实际上三星S8的热卖并不是偶然，它是三星的一款里程碑机型，在2016年经历了三星Note7全球爆炸事件之后，三星的口碑和销量跌到了冰点，为了挽回颓势，三星内部决定推出一款完全超越同时代手机的革命性新产品。##据外媒报道称,针对iPhone11全球热卖的情况,苹果方面表示,虽然发布前就知道这款产品会受到用户的追捧,但是上市后这么受欢迎还是超出了原本的预期。
商品房	shāngpǐnfáng	n	Commercial housing	北京商品房价格是非常高的。##支撑着北京商品房价格水平较高的原因有二。
现房	xiànfáng	n	Existing homes	而加按揭的必要条件中就有“正常还款一年以上、房屋已为现房”的规定。##D．科贸中心高层现房位置：城市西北部，位于科技园区的中心位置，南临科学院物理研究所，和软件大厦隔街相望预定入住时间：2007年12月18日租金：5．6元／平方米／天车位充足，地上、地下均有。##B．上度大厦商务办公楼，现房位置：朝阳区大桥街8号交通：地处市中心，周迪交通便捷，道路顺畅付款方式：一次性付款均价：20000元／平方米地处国际商务区，办公条件好，配套设施齐全，地下固定停车位，500元／部／每月。
租赁	zūlìn	v	Lease	张平：如果房东没有产权证，说明这房子可能不是他的，他可能没有权利租赁这套房屋。##教育已经成了对相关行业拉动极强的一个产业了，学校周边的餐饮业、文化业、房地产租赁业都很兴旺。
房契	fángqì	n	Title Deed	自有房产提供房产证或购房契约复印件；##唯一住房契税仍有补贴根据国家和《南京2010年购房补贴发放细则》的相关政策，在南京市区(八个主城区加江宁、浦口、六合三区)购买144㎡以下首套房或一年内卖旧买新(144㎡以下)的购房者，在缴纳国家规定的1%契税后可享受南京地方政府0.5%的补贴，以一套100万元商品房为例，实际缴纳契税为0.5万元。
房源	fángyuán	n	Housing resources	不过哪个网站能提供比较可靠的房源信息？##现在最重要的是找到合适的房源，你可以上网看看，也可以在校园网的BBS上发个帖子，把你的需求公布出去，还可以在校园的公告栏中贴“求租启事”，就写：求租学校附近的一或两居室，已装修，有必要的家用电器，宽带上网，价钱面议，中介免谈。
房展	fángzhǎn	n	Housing Exhibition	上周我和丁红去房展看房。##房价太高了，所以在房展上是看的人多，买的人少。
业务员	yèwùyuán	n	Salesman	业务员：你好!##业务员：您想要多大的?
当地	dāngdì	n	Local	(2)加拨“17951”的资费标准以当地移动公司公布为准。##2国际长途标准资费(1)直接拨打的资费标准为0．80元6秒，区分时段及不同国家法定节假日给予资费优惠，具体优惠以当地移动公司公布为准；
国际长途	guójìchángtú	n	International long-distance	1．国际长途使用方式(1)确认您已经开通国际长途功能；##国际长途是您拨打到国外的长途电话。
互联网	hùliánwǎng	n	Internet	此外，饭店还提供送餐、洗衣、美容美发、外币兑换、邮局、机票代理、互联网、贵宾车队及管家服务等，完善的设施把饭店、生活、时尚三者紧密结合在了一起。##互联网与移动互联网的区别何在？##马云说，集团IPO还要几年时间，这将可能会是中国互联网史上最大的一次IPO。
寄存处	jìcúnchù	n	Depositary	本寄存处开放到晚上11点，您在那以前来领取好吗？
西餐厅	xīcāntīng	n	Western Restaurant	西餐厅：主要经营扒类、印度菜等。##西餐厅：提供地道西式餐点，可容纳约132人。
洗衣	xǐyī	v	laundry	不过，您可以把脏衣服放在洗衣袋里交给我，也可以把洗衣袋留在房间里，等一会儿我来拿。##请填好单子，并连同洗衣袋及您的衣服放在衣橱里。
洗衣房	xǐyīfáng	n	Laundry	如今年１月２９日客房部洗衣房因为当班人员违反操作规程，工作态度散漫，造成失火，我及时召开了部门及大厦的事故分析会，对当事者也给予了严肃的处理，分别给予了扣奖、记过、辞退等处分，使当事人及全厦员工从这件事中吸取教训。##北京崇文门饭店具有多种配套的服务设施，即：商务中心、会议室、健身房、歌舞厅、台球室、美容美发厅、自助式洗衣房、商品部等，为宾客提供方便、快捷、优雅、温馨的服务。
中餐厅	zhōngcāntīng	n	Chinese Restaurant	怡景轩中餐厅：“珠海十大名菜”和各种地道、传统的精美粤式菜肴和点心小吃；##酒店电话：0756-3337388开业时间：酒店开业时间1982年，新近装修时间2010年餐饮设施中餐厅西餐厅咖啡厅酒吧康体娱乐健身、游泳、棋牌、桑拿、按摩、网球、夜总会、乒乓球会议设施可容纳30-250人
餐饮	cānyǐn	n	Restaurant	餐饮设施金殿轩食府：名厨主理的新派粤菜及招牌菜式，倡导了饮食文化的全新概念；##酒店电话：0756-3337388开业时间：酒店开业时间1982年，新近装修时间2010年餐饮设施中餐厅西餐厅咖啡厅酒吧康体娱乐健身、游泳、棋牌、桑拿、按摩、网球、夜总会、乒乓球会议设施可容纳30-250人
隔音	géyīn	v	sound insulation	房间的隔音设备太差了。##冯英才：我们在一些噪声扰民的地方，建了隔音墙。
酒店服务	jiǔdiànfúwù	n	Hotel Service	酒店电话0756-3329988开业时间酒店开业时间2000年，新近装修时间2009年停车场酒店提供免费停车位酒店服务大堂免费无线上网商务中心票务服务叫醒服务行李存放服务免费停车送餐服务洗衣服务餐饮设施餐厅：提供西式自助早餐，粤菜，川菜等。##酒店电话0756-8808888开业时间酒店开业时间2007年停车场酒店提供停车位酒店服务商务中心送餐服务洗衣服叫醒服务礼宾司服务停车场前台贵重物品保险柜轿车租赁服务外币兑换房间设施中央空调、卫生间清洁备品。
商务中心	shāngwùzhōngxīn	n	Business Centre	服务员：您还可以在酒店的网络或是商务中心，购买专门供上网使用的充值。##酒店电话0756-3329988开业时间酒店开业时间2000年，新近装修时间2009年停车场酒店提供免费停车位酒店服务大堂免费无线上网商务中心票务服务叫醒服务行李存放服务免费停车送餐服务洗衣服务餐饮设施餐厅：提供西式自助早餐，粤菜，川菜等。
送餐	sòngcān	v	Room	此外，饭店还提供送餐、洗衣、美容美发、外币兑换、邮局、机票代理、互联网、贵宾车队及管家服务等，完善的设施把饭店、生活、时尚三者紧密结合在了一起。##酒店电话0756-3329988开业时间酒店开业时间2000年，新近装修时间2009年停车场酒店提供免费停车位酒店服务大堂免费无线上网商务中心票务服务叫醒服务行李存放服务免费停车送餐服务洗衣服务餐饮设施餐厅：提供西式自助早餐，粤菜，川菜等。
